company_name,profile_url,company_website_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Fitpass,https://e27.co/startups/fitpass/,http://fitpass.co.in/,India,Healthtech,,,,"https://www.linkedin.com/company/fitpass, https://twitter.com/fitpassindia",startups@e27.co,,Fitpass is a monthly pass that connects you to the best gyms and studios in your city and gives you unlimited access to thousands of options across hundreds of locations.,"Fitpass is a monthly pass that connects you to the best gyms and studios in your city and gives you unlimited access to thousands of options across hundreds of locations.

Fitpass gives you the freedom to workout anytime, anywhere across a network of 1000+ top gyms and fitness studios in Delhi NCR. 

Fitpass is new India's ticket to the fitness world - available on the web, iOS & android. 100000+ daily workout options."
AccountingHub,https://e27.co/startups/accountinghub/,https://www.accountinghub.co,United States of America,"Finance, Information & Communications Technology, Software as a Service",2018-01-01,,,"https://twitter.com/AccountingsHub, https://www.facebook.com/AccountingsHub/",sagenumberus@gmail.com,,"www.accountinghub.co is a reliable organization for every kind of Sage, QuickBooks and TurboTax related services. The organization is headquartered in Atlanta, Georgia and offers outstanding support.","www.accountinghub.co offers integrative business management software solutions for Sage, QuickBooks and TurboTax related issues. The team is adept at offering integrative business management software solutions utilizing Sage, QuickBooks and TurboTax ERP platforms, technology expertise, and tremendous industry knowledge. The Sage, QuickBooks and TurboTax technical customer support team is there to help you in every business initiative.  Call now 1844-313-4856 for any kind of Sage, QuickBooks and TurboTax software related assistance. We also offer online and telephonic support to Sage, QuickBooks and TurboTax USA and Canada users.  Call us today to enjoy a pleasant experience working on Sage, QuickBooks and TurboTax software as we guarantee excellent services and collaborative approach to help users understand the software in a better way.  "
SKOOTAR,https://e27.co/startups/skootar/,http://www.skootar.com,Thailand,"Logistics/Supply Chain, Mobile, Software as a Service, Transportation",,,,"https://www.linkedin.com/company/skootar, https://www.facebook.com/skootarapp/timeline",info@skootar.com,,"Skootar is a start-up company offering a messenger service for documents, invoices and small parcel delivery in Bangkok and suburban areas.","Easy, efficient and reliable way to deliver or collect business documents and small parcels in Bangkok.

They help SMEs and individuals handle business logistics (e.g. deliver documents and small parcels) and same day delivery by connecting them with local and reliable scooter messengers in large cities like Bangkok.
"
Dealocx,https://e27.co/startups/dealocx/,http://dealocx.com/,India,"Mobile, Enterprise Solution, Software as a Service, Information & Communications Technology",,,,"https://twitter.com/Dealocx, https://www.facebook.com/pages/Dealocx/871262666230602?sk=timeline",startups@e27.co ,,"Download the Dealocx app, Upload your restaurant bill and get free online vouchers, movie tickets and mobile recharges.","Dealocx makes loyalty and redemption a seamless gamified experience for both merchants and customers. They provide a platform for the merchants to identify, connect and reward their loyal customers. Through the applications merchants are able to do surgical promotions, gain real time insights, deliver contextually relevant experience and market with speed and agility

Download the Dealocx app, Upload your restaurant bill and get free online vouchers, movie tickets and mobile recharges.

The one stop download for the jazziest deals in town. Get more out of life at mere taps of your fingertips, as our precisely programmed blood hounds sniff out the best deals at your favorite eating joints and pubs. Using the app you can also read restaurant reviews, locate nearby places and earn reward chips on your transactions which can be redeemed on mobile recharges, e-tail purchases, taxi services, merchandise and much more! 

Eat and drink your hearts out with a highly personalized experience as you glide seamlessly through a clutter-free, ad-free universe of gastronomical delights, with their inhouse foodie recommendations."
The Thaiger,https://e27.co/startups/the-thaiger/,https://thethaiger.com/,Thailand,"Advertising, Entertainment, Media",2016-10-01,,,"https://www.linkedin.com/company/the-thaiger/, https://twitter.com/ThaigerNews, https://www.facebook.com/thethaigernews/",info@thethaiger.com,,"The Thaiger brings you the latest News from Phuket and across Thailand along with radio, weather, events, classifieds, jobs, property, and much more!","The Thaiger Co. Ltd started in Phuket in October 2016, initially as a new FM radio station for the island. The Thaiger, along with a Singaporean digital media company, is now in partnership to provide Thailand with the next generation of media – news, lifestyle, restaurant reviews, Top Tens, travel info, free classifieds and the best property portal in the country.

The Thaiger now provides a comprehensive news page in English and Thai, three local FM radio stations, three Facebook pages, a YouTube channel, Instagram, Phuket’s biggest foodie website Thaiger Bites and the property page Thaiger Property.

Initially based in Phuket, The Thaiger is now a Thailand-wide portal providing a daily one-stop-shop for news, information and lifestyle."
Autodesk,https://e27.co/startups/autodesk/,http://www.autodesk.com,United States of America,"Consumer, Design , Mobile, Software as a Service",,,,"https://www.linkedin.com/company/autodesk, https://twitter.com/autodesk, https://www.facebook.com/AutodeskASEAN/?brand_redir=132081383503163",india.info@designerscommunity.org,,"Autodesk is develops 3D design software for use in the architecture, engineering, construction, and media industries.","Autodesk, Inc., is a leader in 3D design, engineering and entertainment software. Since its introduction of AutoCAD software in 1982, Autodesk continues to develop the broadest portfolio of 3D software for global markets.

Customers across the manufacturing, architecture, building, construction, and media and entertainment industries—including the last 19 Academy Award winners for Best Visual Effects—use Autodesk software to design, visualize, and simulate their ideas before they're ever built or created. From blockbuster visual effects and buildings that create their own energy, to electric cars and the batteries that power them, the work of their 3D software customers is everywhere you look.

Through their apps for iPhone, iPad, iPod, and Android, they're also making design technology accessible to professional designers and amateur designers, homeowners, students, and casual creators — anyone who wants to create and share their ideas with the world.
"
Geekschip Digital Marketing Course in Hyderabad,https://e27.co/startups/geekschip-digital-marketing-course-in-hyderabad/,https://www.geekschip.com/training/hyderabad-india/digital-marketing-training-course-in-hyderabad.html,India,"Education, Agency & Consulting",2017-08-01,,,"https://www.linkedin.com/company/geekschip/, https://twitter.com/geekschip, https://www.facebook.com/GeekschipDigitalMarketingTraining/notifications/",training@geekschip.com,,"Digital marketing training course in Hyderabad with certification. Industry expert trainers, comprehensive training, placement assistance and training material assistance.","It industry shot into limelight in 90’s in hyderabad and now digital marketing has taken its place with a most promising career. Old age marketing has limited following where it is limited to television and radio which were associated with hefty investments. With the dawn of digital marketing the financial layouts fallen drastically even as the reach has multiplied many fold. 

Digital Marketing has spread its wings across all business sectors. It destroyed all the geographical barriers and allowing anyone to access anything any time. With the advent of Internet, there has been a massive change in the community. Earlier, people were hesitant to buy online. But now, people are using the internet for day-to-day necessities. Everybody is taking their leap and bringing the new heights to the digital world. Nope, we are not exaggerating. Let the numbers speak. 

85-90% of the people search for the product or service in the internet prior purchasing. YouTube hits are hitting the one lakh figure within minutes. Prime Minister Modi recently announced that there would be more than 18 lakh jobs available to the students by 2020. The transformation in the living and lifestyle have enhanced immensely which signifies why the need of Digital Marketers are high. As per Google Keywords Planner, there has been 10 times growth in search volume for ‘Digital Marketing Course in Hyderabad’ keyword over last four years.

No wonder, there are many Digital Marketing Training Institutes in Hyderabad, but what makes GeeksChip Digital Marketing Course in Hyderabad stand out from the bubble is, we teach you from the scratch and make you master the subject. We at GeeksChip provide a classroom training for Digital Marketing Course from our certified mentors as per the industry standards. So, what are you waiting for? Just say hello!!
"
Cobo Wallet,https://e27.co/startups/cobo-wallet/,https://cobo.com,China,,,,,"https://twitter.com/cobowallet, https://www.facebook.com/coboapp",startups@e27.sg,,Store and use digital currencies. Cobo is the best secure multi-asset blockchain wallet that you can bring everywhere you go.,"Store and use digital currencies. Cobo is the best secure multi-asset blockchain wallet that you can bring everywhere you go.

Store your assets securely. Cobo ensures that digital assets under management are secure in both our cold and hot wallets.

Our proprietary technology automatically allocates to manage risk.

The security team hails from the leading companies in the world, monitoring threats around the clock.

Pay and use quickly. Transfer to other Cobo wallets for free, in a matter of seconds.

Intelligent algorithms optimize for the lowest fees for transfers.

We do the heavy lifting with the right partnerships for your convenience.

Have all your digital assets in your palm. Cobo supports major digital assets with many more in the pipeline.

Capture any market gains like forked coins in your portfolio, automatically.

Convert between different digital assets to rebalance your portfolio."
ReTiSense,https://e27.co/startups/retisense/,http://www.retisense.com/,India,"Agency & Consulting, Consumer, Agency & Agency & Consulting",2014-01-01,,,"https://www.linkedin.com/company/retisense, https://twitter.com/ReTiSenseInc, https://www.facebook.com/retisense",contact@retisense.com,,Their Company is founded on the principles of building technology and solutions with the sole intention of providing actionable guidance.,"Their Company is founded on the principles of building technology and solutions with the sole intention of providing actionable guidance. The Technology needs to be easy, unintrusive and should fade into the background, but at the same time have the sophistication and elegance to add real value in the users life.

Their name is a play on the word 'reticent' (adjective; disposed to be silent or not to speak freely; reserved.). It also implies ""Real-Time Sensing"" - meaning our focus is to provide relevant feedback and guidance in real-time."
JustCommodity,https://e27.co/startups/justcommodity/,http://www.justcommodity.com/,Singapore,Software as a Service,,,,https://www.linkedin.com/company/justcommodity-software-solutions,startups@e27.co,,A leading commodities trading and risk management helping soft commodity players manage and control risk increasing operational efficiency.,"A leading commodities trading and risk management helping soft commodity players manage and control risk increasing operational efficiency.

JustCommodity is an award winning Commodity Trading and Risk Management (“CTRM”) software solution provider serving the agricultural commodity and energy markets. Its CTRM solution, ContraXcentral™, is a premium web-based software suite specially designed to support the needs of commodity trading houses – providing information security, simplifying complex processes and reports for every echelon of an organisation. 

Established since 2002, the Asian market leader has offices in 4 countries with over 70 employees and has clients spanning the globe, including Fortune 500 and Forbes Global 2000 companies. JustCommodity is a privately held company and is headquartered in Singapore. "
Navisteps,https://e27.co/startups/navisteps/,https://www.navisteps.com,Singapore,"Enterprise Solution, Information & Communications Technology, Software as a Service, Travel",2019-07-01,,,https://www.linkedin.com/company/navisteps/,,,We want to revolutionize and automate the business travel and expense software industry!,Navisteps provides services for Business Travel Booking and Expense Management.
Crazy Kitchen Creative Studio,https://e27.co/startups/crazy-kitchen-creative-studio/,http://www.crazykitchen.co,Pakistan,"Design , Advertising",2013-06-01,Nabeel Yousuf,,"http://www.linkedin.com/company/crazy-kitchen, https://twitter.com/crazykitchenco, https://www.facebook.com/CrazyKitchenCo",nabeel@crazykitchen.co,,We are in the business of designing across a whole spectrum of graphic and interactive media. We help improve client’s business and support them integrally; and intensely with quality work.,"NO GREAT DESIGN HAS EVER EXISTED WITHOUT A PINCH OF CRAZINESS.

'CREATING FUTURE’ … this is a way of life for us at crazy kitchen. We are in the business of designing across a whole spectrum of graphic and interactive media. We help improve client’s business and support them integrally; and intensely with quality work. Crazy Kitchen is an all round creative agency that specializes in 'Branding & Design'.

Corporate Identities play a vital role in major aspects of business and overall customer experience. To have a strong corporate identity means that you have grown strong roots to take your first step in the market. Materials such as a good website, brochures, letter heads, envelopes and such other material in your corporate makes a great impression on your client. By taking these steps a customer can easily identify your organizational spirit and message."
Nassion Systems,https://e27.co/startups/nassion-systems/,http://www.nassion.com.my/,Malaysia,"Software as a Service, Information & Communications Technology",,,,,info@nassion.com.my,,Nassion Systems manages Information and communications technology infrastructure and telecommunication solutions.,"Nassion Systems is an ICT managed and telecommunication service provider. Nassion Systems manages Information and communications technology infrastructure and telecommunication solutions. The company is based in Johor Bahru, Malaysia. As of July 1, 2015, Nassion Systems (M) Sdn. Bhd. operates as a subsidiary of Ricoh Malaysia Sdn Bhd."
Pioneer,https://e27.co/startups/pioneer/,https://e27.co/startups,,,,,,,team@pioneer.app,,Pioneer today is two people: Daniel Gross and Rishi Narang. We're also supported by an amazing team of part-time contributors and experts.,"Pioneer today is two people: Daniel Gross and Rishi Narang. We're also supported by an amazing team of part-time contributors and experts.

So far, Pioneer is proudly funded by Stripe and Marc Andreessen. We will likely raise money from other investors over time.

We’re experienced engineers dedicated to finding and supporting the next great set of scientists, artists, entrepreneurs and civic activists. You can read more about Pioneer here:

Introducing Pioneer
This Startup Uncovers The World's Hidden Geniuses To Solve Global Problems — Forbes
This Startup Thinks It Can Solve Global Inequality With...a Video Game? — Inc.
How Daniel Gross's Pioneer Tournament proves that talent is everywhere — Ventureburn
Wanted: ‘Lost Einsteins.’ Please Apply. — The New York Times"
Planet8,https://e27.co/startups/planet8/,http://planet8.co/,South Korea,"Agency & Consulting, Design , Information & Communications Technology",2012-09-01,,,"https://www.linkedin.com/company/planet8-inc, https://twitter.com/Pancak, https://www.facebook.com/Planet8Inc",ask@planet8.co,,"Planet8 is an internet startup incubator based in Korea, also focused on providing internet and software solutions to its customers.","Planet8 is an internet startup incubator based in Korea, and is also focused on providing internet and software solutions to its customers.

As a startup incubator, Planet8 is engaged on incubating startups in the fashion, design, art, and technology sectors in Asia. The company’s first startup company Qustreet is an online popup store that is built by Planet8's responsive web platform in 2013.

Planet8 offers e-Commerce solutions, responsive website development, Word Press plug-in development, and mobile development solutions.

Planet8 was established in September 2012."
Elevate Digital,https://e27.co/startups/elevate-digital/,,Hong Kong,,,,,,jobs@elevatedigital.hk,,,
PlayRally,https://e27.co/startups/playrally/,http://playrally.com/,Malaysia,"Gaming, Mobile, Software as a Service, Information & Communications Technology",2014-03-01,,,"https://www.linkedin.com/company/playrally, https://twitter.com/playrally, https://www.facebook.com/playrally",hello@playrally.com,,"PlayRally is a mobile app for gamers communicate, collaborate and coordinate with their clan, guild or alliance members outside of the game. ","PlayRally is the best mobile app for gamers to communicate, coordinate and collaborate with their clan, guild or alliance members outside of the game.. Effortlessly manage your clan, alliance or guild directly from your mobile devices.

PlayRally lets you create or join other groups where you can chat, share, organize and discuss anything privately with other members of your group.

PlayRally is the best group management and collaboration app for gamers. Effortlessly manage your clan, alliance or guild directly from your mobile devices

"
Siêu thị bếp Thái Sơn,https://e27.co/startups/sieuthibepthaison/,http://bepthaison.vn/,Vietnam,"Consumer, E-commerce, Retail, Information & Communications Technology",2002,,,,sieuthibepthaison@gmail.com,,"Siêu thị bếp Thái Sơn has over ten years of operation in the field of high-end kitchen equipment synchronization device firms leading kitchen as FAGOR, TEKA, BOSCH , NARDI, MALLOCA","Siêu thị bếp Thái Sơn has over ten years of operation in the field of high-end kitchen equipment synchronization device firms leading kitchen as FAGOR, TEKA, BOSCH , NARDI, MALLOCA .. Siêu thị bếp Thái Sơn Company specialized business products such as electric cookers, cooker, hood, washing machine, dishwasher, oven, refrigerator with supermarket lanh..Den Kitchen Thai Son, You will be completely satisfied by a sense of closeness, cozy space decorated kitchen science luxury.  

Supermarket Kitchen Thai Son affirmed advantage in consulting, selection of the best kitchen products for customers. Flush with funds, which are available worldwide, at competitive prices plus longtime reputation in the market of kitchen equipment, Thai Kitchen Paint Shop always create good relationships with large firms specializing in equipment kitchen as FAGOR, TEKA, BOSCH, CATA, MALLOCA, Giovani. Kitchens come with Thai Son Supermarket, customers will be completely satisfied by a sense of closeness, cozy space decorated kitchen science luxury."
Vidooly,https://e27.co/startups/vidooly/,http://www.vidooly.com/,India,"Big Data, Advertising, Software as a Service, Information & Communications Technology",2014-08-01,,,"http://www.linkedin.com/company/vidooly, https://twitter.com/vidoolydotcom, http://www.facebook.com/vidooly1",subrat@vidooly.com,,"Vidooly is a YouTube video marketing & analytics product suite for content creators, brands & MCNs that helps them grow, optimize & build their audience base organically.","Vidooly is a YouTube video marketing & analytics product suite for content creators, brands & MCNs that helps them grow, optimize & build their audience base organically.

Vidooly is a YouTube big data marketing & analytics product for content creators, brands & multi channel networks that help them to grow their YouTube business organically through actionable intelligent features on the dashboard. 

Their big Video data engine helps content creators, brands & MCNs to maximize their YouTube organic views, build an audience base & earn more revenue. Their intelligent video analytics software & dashboard offers video tag suggestions, best time to publish, search rank analysis, competitor tracking & subscriber behavior analysis, which helps you to identify your target audience & optimization tips accordingly.

Started in November 2014, currently more than 2000+ YouTube channels are using their dashboard to grow their organic views & audience base organically. 

Few of their popular customers from India include, TVF Qtiyapa, Glamrs, Bollywood Gandu, Sony Music, Set India, Indian Food Network etc. 

They are backed by Bessemer Venture Partners( Investor of Yelp, Skype, LinkedIn etc ) "
theSportGPS,https://e27.co/startups/thesportgps/,http://thesportgps.com,South Korea,,,,,"https://twitter.com/thesportgps, http://www.facebook.com/thesportgps",contact@thesportgps.com,,"Runners, Bikers and many outdoor sports are a large and growing market. the SportGPS fulfills one of the key sports needs as seen in market study ""practicing sport with music"".","Workout with music not with a Smartphone ! 

theSportGPS fulfills one of the key sports needs as seen in market studies : enjoying music while practicing sport.
Runners, Bikers and many outdoor sports are a large and growing market.
theSportGPS is the only affordable sport watch that offers together GPS, MP3 Player and sports watch functions including POI map, tracking and 16GB flash disk.

No need of costly Bluetooth earphones !

Moreover, behind the SportGPS product itself, we would like to build a wearable platform with a firmware that will be open source (similar to Arduino concept).

http://www.youtube.com/c/theSportGPSGPSSportwatchMP3musicplayerVideos


"
Flolab,https://e27.co/startups/flolab/,http://flolab.co/,Indonesia,"Design , Agency & Consulting",,,,"https://www.linkedin.com/company/studio-flolab, https://twitter.com/StudioFlolab, https://www.facebook.com/pg/studioflolab",startups@e27.co,,They are a design studio focused on Product & UX Design. They work with startups to create simple and easy to use products.,They are a design studio focused on Product & UX Design. They work with startups to create simple and easy to use products.
All Specs Automotive,https://e27.co/startups/all-specs-automotive/,https://www.allspecsautomotive.com.au/,Australia,Automotive,,,,https://www.facebook.com/All-specs-automotive-tullamarine-ph-0430066144-494629597404747/,walidhaouchar@gmail.com,,Are you in need of immediate emergency automotive maintenance in Keilor East? At All Specs Automotive it is ambition to provide a full range of car service from car servicing to auto electrical repair,"All Specs Automotive in Tullamarine is your local Car servicing expert. When you're looking for effortless administrations and services like logbook-servicing, 4wd-specialists, brakes & clutch repair, roadworthy certificate, auto electrical & diesel services in area surrounding Tullamarine, Airport west, Keilor East, Gladstone Park & Pascoe Vale for your vehicle, you should come see us first. Our group of qualified experts is prepared to serve you with the best auto repairs and upkeep here.
Regardless of whether you have issues with any car electronics, fault lights, or require a diagnostic scan, we can help you out. We also complete electrical repairs to pass your WOF.
Our experienced and qualified auto electricians in Tullamarine are committed to providing excellent workmanship on every repair. Call us today at : (03) 9995 7687
We use some of the newest diagnostic equipment to test your vehicle and uncover any auto electrical problems in Melbourne Area. correct testing ensures judgment the root of the problem; so when we fix it, we do it right the first time! "
Helios Eos,https://e27.co/startups/helios-eos/,http://Helios Eos Pte Ltd,Singapore,,,,,,louis.lhc@helios-eos.com,,,
RSK Business Solutions Limited,https://e27.co/startups/rsk-business-solutions-limited/,https://www.rsk-bsl.com/,United Kingdom,Information & Communications Technology,2009-08-01,,,"https://www.linkedin.com/company/rskbsl, https://twitter.com/rsk_bsl, https://www.facebook.com/rskbusinesssolutions/",,,"We, at RSK BSL, strive towards resolving complex business problems through our technology and consulting services. We provide an end-to-end software development solution.",
SmartGyaan,https://e27.co/startups/smartgyaan/,http://smartgyaan.com,India,"E-commerce, Education, Agency & Consulting, Information & Communications Technology",2015-04-01,,,"https://www.linkedin.com/company/smartgyaan, https://twitter.com/smartgyaan, http://www.facebook.com/smartgyaan2",support@smartgyaan.com,," SmartGyaan is created for students who seek to transform themselves through cutting-edge technologies, innovative pedagogy, and rigorous courses.","At SmartGyaan, they believe in the highest quality education. SmartGyaan is created for students who seek to transform themselves through cutting-edge technologies, innovative pedagogy, and rigorous courses. They present the best of higher education online offering opportunity to anyone who wants to achieve, thrive, and grow.

They at SmartGyaan.com aim at providing quality learning to everyone. In today’s competitive world, the more your knowledge base is, the more valuable an asset you are for the organization. 

SmartGyaan.com provides an easy access to learn such kind of Skill-Development courses. Their courses vary from IT, Management, Business, Life skills, language and the list goes on. They have a data bank of pre-recorded video tutorials taught by world renowned faculties from India and Overseas. So SmartGyaan.com provides you with an opportunity to learn anytime and anywhere and most importantly at your own pace. 

They are the first movers in this sector. In India, there is no website that provides with the quality and quantity of content they provide on their website. They have faculty members from India and Abroad. They send them some pre-recorded video tutorials. These tutorials are from sectors like IT, Management, Personality Development, Life Skills etc. Now these videos are uploaded and the student can watch these videos by paying a small fee. These videos can be streamed anytime the student wants to see. These videos are detailed tutorials about a specific topic and gives the student a deep insight about the topic.
As their Revenue Model, they share the fee thus generated with their faculty on a real time basis. The fee that is paid is divided into two halves. One is retained while the other is paid directly to the faculty.

Their aim is to become a leading resource for learners and learning worldwide by staying focused on the mission and vision set forth when forming the company."
Bernico Ltd,https://e27.co/startups/bernico-ltd/,http://www.easycraft.com/,Thailand,"Enterprise Solution, Design , E-commerce, Manufacturing",,,,"https://www.linkedin.com/in/bernifrefel, https://www.facebook.com/Easycraftsupplies",bernifrefel@gmail.com,,"Bernico is a family run business, based in chonburi, some 150 kms. from Bangkok. They specialize in handmade craft supplies, deliver direct from Thailand.","Bernico is a family run business, based in chonburi, some 150 kms. from Bangkok. They specialize in handmade craft supplies, deliver direct from Thailand.

Their company started in 2001, and was based in Bangkok for 14 years.

Easycraft.com design and manufacture handmade paper craft supplies for a wide range of crafting needs. They sell skeleton leaves, mulberry paper, miniature mulberry paper flowers, handmade mulberry paper die cuts and embellishments for card making and scrapbooking online to crafters around the world. If you are looking for high quality card making supplies at competitive prices, you have come to the right place!

They stock wholesale and retail crafting supplies for card making and scrapbooks for customers in the UK, United States, Ireland, France, Germany, Australia, Canada and New Zealand, South Africa, and many other countries. The majority of their clients are small and medium-sized paper craft suppliers looking to buy materials online at reasonable prices: most re-order and become regular customers because they love their quality and commitment to customer care. They also supply individual card-making and scrapbook enthusiasts.

They design and manufacture many scrapbooking and craft supplies for card making ourselves; they also buy from several factories, cooperatives and craftsmen, allowing them to offer a wide range and cheap craft products online.

Based in Bangkok, Thailand, they source art and craft materials around Thailand. Thailand is rich in handmade paper craft for card making and scrapbooks, famous for natural skeleton leaves, mulberry paper and miniature paper flowers."
Vwish Solution,https://e27.co/startups/vwish-solution/,https://vwish.in,India,,,,,"https://www.linkedin.com/company/vwish-solution, https://twitter.com/VwishSol",sales@vwish.in,,,"Vwish Solution is in Chandigarh-based IT company which provides PSD to HTML, SEO, Mobile application, Website Designing, website Development services.Vwish offers exceptional responsive web design services in India. We have a team of experienced designers who have deliverd many projects successfully. A responsive web design is the need of the hour. In fact, search engines love websites with responsive web designs. So, a responsive website helps you to create an engaging user experience and also acts as a powerful tool for online marketing. We will cater to the needs of responsive websites for your business with latest tools and methodologies.
"
RunningMan.my,https://e27.co/startups/runningman-my/,http://www.runningman.my,Malaysia,"E-commerce, Logistics/Supply Chain",2014-02-01,,,https://www.facebook.com/rmfooddelivery,runningmandelivery@gmail.com,,"RunningMan.my is a one-stop delivery solution that able to deliver anything nearby right to you. All you have to do is just search for it, then we will send it right to you within an hour!","RunningMan.my provide a marketplace platform with instant delivery (within an hour) for the users to reach out for the shops and restaurants available nearby the users. User will just have to search or select for the product that they needed, then put all of it in the cart then we will deliver right away to them instantly.

Our competitive advantages will be on the delivery service for everything. From food, groceries, pet supplies, stationaries and more. As long as the products are able to located within a certain distance from the user, then we will be able to deliver it right away. Besides, we also provide a very competitive and affordable price for the user with no minimum order requirement. Last but not least, we are also providing phone call ordering for the customer to look for the thing they need if they were unable to stay online. 

On the other hand, we also provide quoting option for the users or SMEs to outsource their delivery task with a reasonable pricing. 

Our mission is to provide a one stop logistic and delivery solution to the residents and SME in the city area."
Modalku,https://e27.co/startups/modalku/,https://modalku.co.id/,Indonesia,Finance,,,,"https://www.linkedin.com/company/modalku, https://twitter.com/modalkuid, https://www.facebook.com/modalkuid/",kelvin.teo@fundingsocieties.com,,"Modalku is an online marketplace based in Jakarta, Indonesia for small businesses to acquire loans and for lenders to fund small business loans to earn compelling returns.","Modalku is an online marketplace based in Jakarta, Indonesia for small businesses to acquire loans and for lenders to fund small business loans to earn compelling returns. 

Their technology-based approach enables borrowers to receive loans for the first time or at lower than market rates, while lenders will earn returns well above that of bank deposits, traditional fixed income products and life insurance investment-linked products. This marketplace lending model is proven in countries such as USA, UK, China & Singapore. 

SMEs are a key source of employment and economic growth in Indonesia, but are structurally disabled by financial institutions to get the financing they need, despite being generally profitable companies. Meanwhile, investors & depositors looking to fend off a high inflation rate need a more reliable way to generate higher returns. Modalku is committed to solve these problems through proactive innovation and collaboration with borrowers, lenders and the broader ecosystem in Indonesia. 

Because together, they create a much better Indonesia."
ideabox Myanmar,https://e27.co/startups/ideabox-myanmar/,http://ideabox.com.mm,Burma,"Agency & Consulting, Finance",,Kaung Sitt,,"https://www.linkedin.com/company/3733368?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3733368%2Cidx%3A2-1-2%2CtarId%3A1449472753012%2Ctas%3Aideabox%20Myanmar, https://twitter.com/ideaboxmm, https://www.facebook.com/ideaboxmm",info@ideabox.com.mm,,"ideabox is a community of Myanmar entrepeneurs, dedicated to kickstarting the technology and business ecosystem.","ideabox is a community of Myanmar entrepeneurs, dedicated to kickstarting the technology and business ecosystem. They do this through a blend of methodology, events and networks — their incubation and acceleration programs offer best-of-breed training and funding; their events are designed to educate and inspire the next generation of internet companies, and their networks give you unparalleled access to mentors and entrepreneurs across the world. Come by their new iHub in downtown Yangon to see how they can collaborate, come to an event soon, or find out more about their incubation and acceleration programs here.

ideabox is a community of Myanmar entrepeneurs, dedicated to kickstarting the technology and business ecosystem. They do this through a blend of methodology, events and networks — their incubation and acceleration programs offer best-of-breed training and funding; their events are designed to educate and inspire the next generation of internet companies, and their networks give you unparalleled access to mentors and entrepreneurs across the world. Come by their new iHub in downtown Yangon to see how they can collaborate, come to an event soon, or find out more about their incubation and acceleration programs her

ideabox Myanmar is proud to partner with Ooredoo Myanmar, the telco of choice for next generation mobile services in Myanmar."
TripAZ by Didacto Servizi,https://e27.co/startups/tripaz/,http://www.tripaz.net,Italy,Travel,2013-02-01,,,"https://twitter.com/TripAZnet, https://www.facebook.com/tripaz.net/",itala.zamberletti@tripaz.net,,"LOOKING FOR YOUR HOLIDAY ONLINE? FLIGHTS, TRANSFERS, HOTELS, CAR RENTALS, RESTAURANTS. TRIPAZ IS THE RIGHT SOLUTION. THE MARKETPLACE OF TRAVEL METASEARCHES.YOU ARE ARRIVED. NOW YOU HAVE JUST TO TRAVEL",
Wiinnova Software Labs,https://e27.co/startups/wiinnova/,http://www.wiinnova.com,India,"Big Data, Design , Mobile, Agency & Consulting, Information & Communications Technology",2013-03-01,Nishant Suresh,,"http://www.linkedin.com/company/wiinnova, https://twitter.com/wiinnova, http://www.facebook.com/wiinnova",info@wiinnova.com,,Web | Mobile | Apps,
TopUp Limited,https://e27.co/startups/topup-limited/,http://mobiletopup.com.bd,Bangladesh,,2017-12-01,,,"https://www.linkedin.com/company/mobiletopupbd/, https://www.facebook.com/MobileTopUp.com.bd/",hello@mobiletopup.com.bd,,"Recharge your prepaid/postpaid mobile on the go with Mobile TopUp App – a lightweight, a secure and fast app with complete tariff detail to help you choose the right Topup from anywhere in Bangladesh.","You can do instant mobile topup of any BD mobile operator like 

~ Grameenphone, 
~ Banglalink, 
~ Robi, 
~ Airtel, 
~ Teletalk 


Features
. All Debit Card/ Credit Card payment options available 
. All Mobile Operators Supported
· No EXTRA charge applicable 
. Topup History
. Best Payment experience
· Instant top-up to desired prepaid mobile numbers
· Instant confirmation via SMS
· Access from anywhere, anytime in Bangladesh
· Customer support 
· Latest Tariff plans with Full Talktime, SMS Packs, Internet Packs, 2G Packs, 3G Packs etc.



You can easily get all the internet plan of all the operator very easily. So also can recharge that plan in the same way like mobile topup. 

You will get the best payment experience. The payment gateway is portion is also very secure. You can use any bank card or mobile payment gateway to do the payment. 

Pay with
· VISA 
· MasterCard 
· Amex
· DBBL Nexus Card 


We are using a very secured & latest payment gateway. Also, it is very easy to make a payment. So don't wait to try BD Mobile Recharge app TopUp"
Motoguy Pvt Ltd,https://e27.co/startups/motoguy-pvt-ltd/,http://www.motoguy.in,India,,,,,"https://www.linkedin.com/company/motoguy/, https://twitter.com/iMotoGuy, https://www.facebook.com/Motoguy-2138825726132808/",prashant.kumar@motoguy.in,,"“Quality  2 & 4 Wheeler service, road side assistance , Insurance at your finger when ever you want, wherever you want”",
Creatix9,https://e27.co/startups/creatix9/,https://www.creatix9.com,United States of America,,2015-04-01,,,"https://www.linkedin.com/company/creatix-9/, https://twitter.com/creatix9, https://www.facebook.com/creatix9/",info@creatix9.com,,Creatix9 is the USA based Digital Agency which helps its clients in growing their business all across Globe. We try our level best to satisfy our client and make them happy by our work.,Creatix9 is the USA based Digital Agency which helps its clients in growing their business all across Globe. We try our level best to satisfy our client and make them happy by our work.
